id,purchase,test,imp_1,imp_2,imp_3,imp_4,imp_5,imp_6
1054197,0,1,0,1,0,0,0,0
791211,1,1,0,0,0,0,0,1
995207,0,1,0,1,0,0,0,0
982352,0,1,0,5,0,0,0,0
1297121,1,1,0,0,0,11,0,0
892430,0,1,0,0,0,0,0,2
529313,1,1,0,0,0,0,0,1
775134,1,1,0,3,0,5,0,4
210408,0,1,0,0,0,0,0,1
1041461,1,0,0,0,0,0,0,1
552806,0,1,0,0,0,0,0,1
1281023,1,1,0,0,0,7,0,4
572374,1,0,0,0,0,0,0,3
126191,1,1,0,0,0,21,0,2
826477,0,1,0,0,0,0,0,8
347022,1,1,0,0,0,0,0,1
965743,1,1,9,0,1,3,4,0
1006157,1,1,0,4,0,0,0,1
1373602,0,1,0,0,0,0,0,1
985576,0,1,14,6,0,0,9,0
215080,1,1,0,0,0,0,0,1
648049,1,1,4,0,1,0,0,8
803922,1,1,0,0,0,0,0,6
1187408,0,0,0,1,0,0,0,0
303819,1,1,0,3,0,0,0,0
1029936,1,1,0,2,0,7,0,1
823333,0,1,0,0,0,0,0,1
4386,1,1,0,0,0,3,0,0
1274941,1,1,3,0,0,0,0,0
1298970,0,1,0,0,0,0,0,1
12253,1,1,0,1,0,0,0,0
280397,1,1,0,2,0,0,0,0
1192621,0,1,0,0,0,0,0,3
991662,0,1,0,0,0,0,0,1
1159802,1,1,0,0,0,6,0,0
81295,0,1,0,3,0,0,0,0
409525,0,1,0,1,0,0,0,0
890714,1,1,0,1,0,11,0,0
541907,0,1,0,3,0,0,0,1
728391,1,1,0,9,0,0,0,0
932055,0,1,0,0,0,0,0,3
113985,0,1,0,0,0,0,0,2
913876,0,1,0,0,0,0,0,1
638683,0,1,0,0,0,0,0,1
294024,1,1,0,0,0,1,0,0
971271,1,1,38,13,0,0,0,1
772570,1,1,0,3,0,0,0,0
1375883,1,1,0,2,0,0,0,0
1099334,0,1,0,4,0,0,0,1
968251,1,1,0,0,0,0,0,11
203267,0,0,0,0,0,0,0,1
298409,0,1,0,0,0,0,1,0
976726,1,1,0,0,0,0,0,1
291032,0,1,0,2,0,0,0,0
201909,0,1,26,52,0,26,0,6
1011845,1,1,0,0,0,0,0,1
992035,1,1,1,0,0,0,0,0
250796,1,1,0,1,0,0,0,0
1174527,0,1,0,2,0,0,0,0
808029,1,1,0,0,0,0,0,2
922578,1,1,0,0,0,3,0,0
1359034,1,0,0,0,0,0,0,31
913833,0,1,0,1,0,0,0,0
1141183,0,1,0,7,0,0,0,1
238625,0,1,0,0,0,0,0,2
1112421,1,1,0,0,0,0,0,1
1094635,1,1,8,5,0,9,0,0
587671,0,1,0,1,0,0,0,0
1185945,0,1,0,1,0,0,0,0
1407195,0,1,0,0,0,0,0,1
1183850,1,1,0,2,0,0,0,0
217355,0,1,0,0,0,0,0,1
111683,1,1,0,0,0,0,1,0
1144401,1,1,2,6,0,0,0,0
581011,0,1,0,2,0,0,0,1
1199379,0,0,0,3,1,0,0,10
385079,1,1,0,2,0,0,0,0
1371202,0,1,0,0,0,0,0,1
1119941,1,0,0,0,0,0,0,2
1052847,1,1,0,2,0,6,0,0
465637,1,1,0,0,0,0,0,7
499140,0,1,0,1,0,0,0,0
1396795,1,1,0,0,0,0,0,1
214953,0,1,0,1,0,0,0,0
516697,0,1,0,3,0,0,0,0
166867,0,1,0,0,0,0,0,1
1132130,0,1,0,0,0,0,0,1
330465,0,1,0,1,0,0,0,2
458705,1,1,0,0,0,1,0,0
821707,0,1,0,0,0,0,0,1
856690,1,1,1,34,0,0,0,0
509063,1,1,0,14,0,2,0,5
1217359,1,1,0,4,0,0,0,1
538806,1,1,0,0,0,0,0,3
1173015,1,1,0,1,0,9,0,2
1318107,1,1,0,1,0,9,0,29
751851,1,1,0,10,0,0,0,0
415980,0,1,0,0,0,0,0,1
1057148,1,1,0,1,0,0,0,0
886328,1,1,0,3,0,0,0,0
57708,1,1,0,0,0,1,0,2
926942,0,1,0,0,0,0,0,1
903056,1,1,0,1,0,3,0,0
862337,0,1,0,1,0,0,0,0
1315477,1,1,0,0,0,12,0,0
209256,0,1,0,1,0,0,0,0
687590,0,1,0,2,0,0,0,4
249989,0,1,0,1,0,0,0,0
960274,0,1,17,3,0,17,0,1
398658,1,1,0,1,0,0,0,1
878390,1,1,0,0,0,0,0,1
284737,0,1,0,0,0,0,0,1
935008,1,1,1,2,0,0,0,1
121017,0,0,0,0,0,0,0,1
276062,1,1,0,1,0,0,0,0
1293666,1,0,0,1,0,0,0,0
518534,1,1,1,2,0,0,0,0
687321,1,1,0,0,0,2,0,0
609869,0,0,0,0,3,0,0,1
71174,1,1,5,58,0,4,0,0
992053,1,1,0,7,0,0,0,0
1402656,0,0,0,2,0,0,0,0
662642,1,1,0,0,0,0,0,4
1259795,0,0,0,1,0,0,0,0
1134005,0,1,0,0,0,0,0,6
1221664,0,1,0,0,0,0,0,1
709443,1,1,0,0,0,0,0,1
335974,0,1,1,0,0,0,0,0
55555,0,1,0,1,0,0,0,0
1188936,0,1,0,0,0,0,0,1
1162545,0,1,0,0,1,0,0,0
793667,1,0,2,0,1,0,0,0
552644,1,1,0,0,0,2,0,0
1278929,1,1,0,0,0,0,0,1
337553,0,1,0,3,0,0,0,0
1099265,0,1,0,0,0,0,0,1
790912,0,1,0,0,0,0,0,1
82031,1,1,0,1,0,0,0,0
718730,1,1,0,0,0,0,0,8
7937,1,1,0,0,0,16,0,2
1348168,0,0,0,0,0,0,0,1
918018,1,1,2,5,0,3,0,0
424827,0,0,0,5,0,0,0,0
73586,1,1,0,0,0,0,0,1
225559,0,1,0,2,0,0,0,0
1074237,1,1,22,51,1,4,1,6
862545,1,1,0,0,0,0,0,2
1402796,0,1,0,0,0,0,0,1
985406,1,1,0,1,0,0,0,0
1411275,0,1,1,0,0,0,0,0
328973,1,1,0,1,0,26,0,4
218590,0,1,0,0,0,0,0,1
547146,1,0,1,0,1,1,0,1
1395155,0,1,0,0,0,0,0,4
246814,1,0,2,7,0,5,0,0
418288,0,1,4,1,0,0,0,0
213927,0,1,0,2,0,0,0,0
1194132,1,1,6,0,0,0,0,23
1085192,0,0,0,1,0,0,0,0
547875,1,1,19,0,0,5,10,0
707771,0,1,0,2,0,0,0,0
1358557,0,0,0,0,0,0,0,1
286117,0,1,2,0,0,0,0,1
190845,0,1,1,0,0,0,0,0
1028288,1,1,1,0,0,0,0,0
803558,1,1,0,1,0,0,0,2
365893,1,1,2,0,0,4,0,7
702557,0,0,0,1,0,0,0,0
174809,0,1,0,0,0,0,0,1
701864,1,1,0,0,0,11,0,0
167837,1,1,0,2,0,0,0,0
412744,0,0,0,2,0,0,0,1
507198,0,1,0,0,0,0,0,1
942398,1,1,0,0,0,0,0,2
794867,1,1,0,0,0,0,0,1
124339,0,1,0,0,0,0,0,1
1025435,1,1,0,0,0,0,0,3
1040697,0,1,0,0,0,0,0,1
117594,0,1,0,0,0,0,0,3
1173210,0,1,0,0,0,0,0,1
477239,1,1,0,1,0,0,0,0
781382,1,0,0,11,0,0,0,1
514425,1,1,11,29,0,5,0,0
860145,0,1,0,0,0,0,0,2
273864,0,1,0,8,0,0,0,0
677429,0,1,0,1,0,0,0,0
208192,0,0,0,1,0,1,0,1
1382127,0,1,0,0,0,0,0,2
48454,0,1,0,0,0,0,0,1
638612,1,1,0,0,0,0,1,0
749112,0,1,0,2,0,0,0,0
594318,0,1,0,0,0,0,0,1
584074,0,1,0,0,0,0,0,1
1059202,0,0,0,0,0,0,0,7
82416,0,1,0,0,0,0,0,1
950627,1,1,0,1,0,0,0,0
163809,1,1,0,2,0,1,0,0
274469,1,1,0,0,0,0,0,1
1156536,0,1,0,0,0,0,0,1
812730,0,1,0,29,0,0,0,0
325615,1,0,0,0,0,0,0,1
915710,1,1,0,0,0,0,0,1
979350,1,1,0,2,0,1,0,0
46838,0,1,0,0,0,0,0,5
126946,1,1,0,1,0,0,0,0
1192099,0,1,0,0,0,0,0,4
521299,0,1,0,0,0,0,0,1
281817,0,1,0,0,0,0,0,1
273058,1,0,0,1,0,0,0,0
89880,0,1,9,5,0,15,0,0
1044062,1,1,0,0,0,0,0,4
807658,1,1,1,0,0,0,0,1
392574,1,0,0,1,1,0,0,0
1199232,0,1,1,0,0,0,0,0
21401,1,1,0,1,0,0,0,0
692706,1,1,0,0,0,0,0,2
655679,1,1,0,0,0,1,0,0
407813,1,1,13,0,0,29,0,1
576054,1,1,0,0,0,0,0,1
859214,1,1,4,1,0,8,14,3
795418,0,1,0,0,0,0,0,1
969872,1,1,0,0,0,0,0,10
1309542,1,1,9,0,0,0,0,0
747473,1,1,0,1,0,0,0,0
798067,0,1,2,0,0,0,1,0
182603,0,1,0,0,0,0,0,1
226928,1,1,0,28,0,0,0,1
77198,1,1,0,0,0,0,0,4
1299484,0,1,0,0,0,0,0,7
139747,0,1,1,3,0,0,0,0
153051,1,1,0,0,0,8,0,1
892327,1,1,0,1,0,0,0,2
38068,1,1,0,1,0,0,0,0
1379727,1,1,0,0,0,1,0,0
1032055,1,1,0,0,0,0,0,2
1272853,0,1,0,0,0,0,0,1
394898,1,1,0,0,0,0,0,1
614721,1,1,0,1,0,0,0,0
1108553,1,1,0,16,0,5,0,0
246068,1,1,0,4,0,0,0,6
438095,0,1,0,8,0,0,0,0
912678,1,1,0,0,0,28,0,5
241572,0,1,1,0,0,0,1,1
162049,0,1,0,1,0,0,0,0
1198469,1,1,0,2,0,22,0,0
1124558,1,1,0,0,0,0,0,1
849678,1,1,0,3,0,0,0,0
435665,0,1,0,0,0,0,0,1
569983,0,1,0,0,0,0,0,1
203063,0,0,0,0,0,0,0,1
278160,1,1,8,21,1,3,0,0
34577,1,1,8,1,0,3,17,0
282527,1,1,0,2,0,6,0,0
877249,0,1,0,0,0,0,0,1
124662,1,1,2,39,0,0,0,4
894863,0,1,3,2,0,0,0,0
813239,0,1,2,0,0,0,0,3
890953,1,1,0,2,0,9,0,0
1019730,1,1,0,2,0,0,0,0
840844,0,1,0,3,0,0,0,2
1110803,0,1,1,2,0,0,0,4
868106,1,0,0,1,0,0,0,0
852382,0,1,1,0,0,0,0,0
1367302,1,1,0,2,0,0,0,0
12195,0,0,0,3,0,0,0,0
198497,1,1,0,0,0,0,0,1
527140,1,1,19,0,0,0,0,1
69092,1,1,1,0,0,5,0,4
589678,0,0,0,2,0,0,0,0
1316836,0,1,0,0,0,0,0,1
517720,0,1,0,5,0,0,0,0
659114,0,1,0,3,0,0,0,0
105640,0,1,0,3,0,0,0,0
1234902,1,1,0,2,0,0,0,0
281508,1,1,3,4,0,14,0,0
144730,0,1,0,0,0,0,0,1
1217122,1,1,0,1,0,0,0,2
438445,1,1,0,3,0,0,0,0
386825,1,1,0,0,0,0,0,1
230886,1,1,0,0,0,0,0,2
864489,0,1,0,0,0,0,0,1
1079295,0,1,0,0,0,0,0,3
124989,1,1,19,2,1,33,1,3
763151,0,0,0,7,0,0,0,0
677950,0,1,0,0,0,0,0,1
320813,0,1,0,0,0,0,0,1
5598,0,1,0,5,0,0,0,0
248986,1,0,0,0,0,0,0,1
728274,0,0,0,0,0,2,0,0
1010435,0,1,0,0,0,0,0,1
497679,0,0,0,9,0,0,0,1
837274,0,1,0,4,0,0,0,0
418127,1,0,4,0,0,0,0,0
1231233,1,1,0,0,0,0,0,1
395779,1,1,0,2,0,2,0,0
607034,0,1,1,0,0,0,0,1
343290,1,0,0,0,2,0,0,0
147680,1,1,0,1,0,0,0,1
633636,0,1,4,1,0,0,0,0
552411,1,1,0,0,0,0,0,1
889654,0,1,1,30,0,0,0,1
1111025,0,1,0,2,0,0,0,0
1298254,1,1,0,11,0,0,0,0
1136647,0,1,0,1,0,0,0,0
1375147,0,1,0,0,0,0,0,75
354356,0,1,1,0,0,0,0,0
637192,0,1,10,44,0,16,0,0
117485,0,1,0,0,0,0,0,1
966414,0,1,0,3,0,0,0,0
147701,0,1,0,1,0,0,0,0
837693,0,1,0,4,0,0,0,0
445902,0,1,0,2,0,0,0,0
652560,1,1,2,2,0,0,0,1
388691,0,1,0,3,0,0,0,1
1262753,0,1,0,2,0,0,0,0
180885,1,1,0,2,0,0,0,1
887894,1,1,0,0,0,0,0,1
1270097,1,1,0,0,0,3,0,0
164961,1,1,0,1,0,14,0,2
246467,1,1,0,0,0,2,0,1
382474,1,1,0,1,0,0,0,0
1065456,0,1,0,0,0,0,0,1
303123,0,1,0,0,0,0,0,3
91103,0,1,0,0,0,0,0,7
1341012,0,1,0,1,0,0,0,0
190111,0,1,0,0,0,0,0,1
561793,1,1,0,8,0,0,0,0
1035099,1,1,0,0,0,0,0,2
448265,1,0,0,0,0,0,0,1
1260900,0,1,1,0,0,0,0,0
969876,0,1,0,0,0,0,0,5
418609,0,1,0,2,0,0,0,3
953127,1,1,0,2,0,14,0,3
1199683,0,1,0,1,0,0,0,1
1003641,1,1,0,1,0,0,0,0
396180,1,1,3,2,0,0,0,18
1369019,1,1,15,8,1,3,0,1
1128937,1,1,0,1,0,0,0,0
132139,1,1,0,0,0,0,0,3
956306,1,1,0,0,0,0,0,3
768377,1,1,0,3,0,0,0,0
216310,0,1,0,0,0,0,0,3
1168475,0,1,0,2,0,0,0,1
717760,1,1,0,0,0,0,0,1
378372,1,0,0,2,0,0,0,0
118503,0,0,0,0,0,0,0,6
461225,1,1,0,0,0,0,0,4
772051,0,1,0,0,0,0,0,1
1337408,0,1,0,2,0,0,0,0
276340,1,1,0,0,0,7,0,1
528023,1,1,0,1,0,0,0,0
702104,1,1,1,0,0,0,0,1
82352,0,1,1,0,0,0,0,0
1386279,0,1,1,0,0,0,0,0
693056,1,1,0,0,0,73,0,6
362139,0,1,0,1,0,0,0,0
147159,0,1,0,4,0,0,0,1
408863,0,1,0,4,0,0,0,0
1154370,1,1,1,7,0,0,0,1
778309,1,1,0,3,0,1,0,0
1409658,0,1,0,0,0,0,0,1
267924,1,1,1,7,0,0,0,3
1274989,0,1,0,0,0,0,0,1
12807,0,1,0,0,0,0,0,1
503193,0,1,0,2,0,0,0,1
764491,0,1,0,0,0,0,0,4
353441,1,1,24,0,0,0,0,5
520252,1,0,0,0,0,0,0,2
454948,1,1,0,23,0,6,0,1
1155781,0,1,3,0,0,0,0,0
635883,1,1,1,5,0,7,0,0
984942,0,1,0,1,0,0,0,0
533171,1,1,0,1,0,0,0,5
1127317,1,1,0,0,0,0,0,1
1369360,1,1,0,1,0,0,0,0
1129265,1,0,0,0,1,0,0,0
293743,0,1,0,1,0,0,0,1
163281,0,1,0,0,0,0,0,2
1307396,0,1,0,1,0,0,0,0
698402,0,1,1,9,0,0,0,1
962648,1,1,0,1,0,0,0,0
1002276,1,0,0,3,0,0,0,0
1013115,0,1,0,0,0,0,0,1
579585,0,1,0,0,0,0,0,3
144873,0,1,0,0,0,0,0,1
745358,1,1,0,3,0,0,0,21
717359,0,1,0,0,0,0,0,1
884218,0,1,0,0,0,0,0,1
419552,1,1,0,1,0,0,0,0
1327773,1,1,1,7,0,5,0,7
1403886,0,1,0,0,0,0,0,2
203856,1,1,0,4,0,0,0,0
188731,1,1,0,1,0,0,0,2
1371506,0,1,0,0,0,0,0,1
1302109,0,1,0,0,0,0,0,1
532209,0,1,0,0,0,0,0,1
1357960,1,1,0,0,0,0,0,3
510473,0,0,1,0,0,0,0,0
509128,1,1,2,49,0,5,0,0
272866,1,1,0,0,0,0,0,1
1295540,1,1,0,6,0,0,0,0
1357018,1,1,1,0,0,0,0,2
986277,1,1,3,0,0,15,0,0
62986,0,1,1,0,0,0,0,0
329153,1,1,0,0,0,2,0,0
1281670,1,1,0,0,0,0,0,1
653661,1,1,0,0,0,3,0,0
840988,1,1,0,1,0,0,0,0
729217,0,1,1,0,0,0,0,0
91203,0,1,0,0,0,0,0,1
1003150,0,1,0,0,0,0,0,1
537293,0,0,0,2,0,0,0,1
1294578,0,1,0,0,0,0,0,7
597391,1,1,0,2,0,0,0,0
499600,0,1,0,6,0,0,0,1
1396141,0,0,0,0,1,0,0,0
455547,1,1,0,1,0,0,0,0
504924,1,1,0,0,0,0,0,2
458357,0,1,9,0,0,0,0,0
26913,1,1,0,0,0,0,0,2
1165467,1,0,0,0,0,0,0,1
462685,1,1,6,0,0,0,0,0
98254,0,1,0,0,0,0,0,2
1140479,0,1,0,0,0,0,0,2
318757,0,0,0,0,0,0,1,0
916738,1,1,0,2,0,1,0,0
94106,0,1,2,0,0,0,0,0
1277265,0,1,0,1,0,0,0,0
1209761,1,1,0,12,0,5,0,0
1330836,1,1,0,0,0,0,0,10
217020,1,1,0,0,0,1,0,4
333322,1,1,0,3,0,0,0,4
269240,0,0,0,1,0,0,0,0
667920,0,1,0,6,0,0,0,0
428853,0,1,2,38,0,2,0,1
1012268,0,1,0,0,0,0,0,1
517341,1,1,0,1,0,0,0,0
168706,1,1,0,0,0,3,0,0
487162,1,1,0,0,0,0,0,1
738267,0,1,0,1,0,0,0,0
916274,0,1,0,1,0,0,0,0
724317,0,0,0,1,0,0,0,1
335208,0,0,0,0,0,0,0,1
250383,0,1,0,1,0,0,0,1
879325,1,0,0,0,0,0,0,1
628869,1,1,0,1,0,1,0,0
1327827,1,1,0,12,0,0,0,2
1349440,1,1,0,0,0,3,0,0
978945,0,1,4,18,0,0,0,0
275144,0,1,0,0,0,0,0,2
587747,0,1,0,1,0,0,0,0
46276,0,1,0,0,0,0,0,1
879027,0,0,0,0,0,0,0,1
982407,1,1,0,41,0,6,0,4
819910,1,1,0,3,0,3,0,0
592024,0,0,0,0,0,0,0,1
639381,0,1,1,0,0,0,0,0
80646,1,1,0,0,0,0,0,1
532846,0,1,0,2,0,0,0,0
1210429,0,1,1,0,0,0,0,0
1141904,1,1,0,1,0,1,0,0
1292856,0,1,0,0,0,0,9,0
521547,1,1,0,1,0,0,0,0
499073,1,1,0,0,0,0,0,1
764299,0,1,0,0,0,3,0,12
623312,1,1,0,0,0,0,0,1
1257932,1,1,0,0,0,0,0,1
1300105,1,1,0,3,0,0,0,0
647790,1,0,0,4,0,1,0,1
723323,1,1,0,0,0,1,0,0
225033,1,1,15,230,0,123,0,60
1295786,1,1,2,75,0,42,0,10
1197767,0,1,0,1,0,0,0,0
95818,1,0,0,0,0,15,0,0
65304,0,0,0,0,1,0,0,0
560769,1,1,8,0,0,0,0,0
523551,1,1,0,0,0,0,0,1
217852,1,1,0,3,0,0,0,0
97546,0,1,0,0,0,0,0,2
699850,1,1,1,0,0,0,0,0
1332258,0,1,0,1,0,0,0,0
394874,0,1,1,2,0,0,0,0
933159,0,1,0,1,0,0,0,0
19099,1,1,0,0,0,0,0,1
293001,0,1,4,0,0,4,0,0
658160,0,1,0,0,0,1,0,0
269803,0,0,0,0,0,0,0,2
555994,1,1,0,0,0,1,0,0
255003,0,1,0,0,0,0,0,1
1115851,1,1,0,1,0,0,0,0
1019828,0,1,0,1,0,0,0,0
489396,0,1,0,1,0,0,0,0
686344,1,1,0,0,0,0,0,10
1337140,0,1,1,0,0,0,0,0
888961,1,1,0,0,0,0,0,1
1021280,1,1,0,0,0,2,0,0
1004016,1,1,0,4,0,2,0,0
802515,1,1,6,1,0,0,0,3
158858,1,1,0,0,0,0,0,1
998592,1,1,0,10,0,0,0,0
542816,1,1,0,0,0,19,0,0
271410,1,1,0,0,0,1,0,1
291590,1,1,0,0,0,1,0,0
1352737,1,1,0,0,0,0,0,1
47345,0,1,0,0,0,0,0,1
322779,1,1,0,10,0,0,0,0
1360279,0,1,0,1,0,0,0,0
649692,0,1,1,0,0,0,0,0
539885,1,0,0,0,0,1,0,0
535719,0,1,8,0,0,0,0,0
1109843,1,1,5,66,0,19,0,0
1006541,0,1,2,0,1,0,0,0
409504,1,1,0,0,0,0,0,24
778070,1,1,0,1,0,0,0,0
1152015,0,1,0,1,0,0,0,0
65818,1,1,2,1,0,0,0,0
398245,1,1,0,1,0,0,0,1
916716,1,1,0,0,0,1,0,0
246053,0,0,0,0,0,0,0,1
285474,0,1,0,1,0,0,0,1
219671,1,1,0,0,0,0,0,1
420829,0,1,0,4,0,0,0,0
877222,0,1,0,1,0,0,0,0
1020392,1,0,8,23,5,0,0,0
546646,1,1,0,0,0,3,0,0
279699,0,1,0,0,0,0,0,1
229553,0,1,1,13,0,26,0,0
1143202,1,1,0,1,0,0,0,0
900597,1,1,50,25,0,12,0,1
1095761,1,1,1,0,0,0,0,0
317213,1,0,0,0,8,15,0,94
1285658,0,1,0,1,0,0,0,0
841915,0,1,1,0,0,0,0,0
1401956,1,1,0,6,0,4,0,0
634573,1,1,0,1,0,0,0,0
5464,1,1,0,0,0,0,0,1
750523,1,1,1,1,0,0,0,4
345360,1,1,0,0,0,0,0,1
951893,0,1,0,0,0,0,0,4
794399,1,1,0,0,0,0,0,1
1051002,1,1,1,0,0,0,0,0
960866,0,1,0,0,0,0,0,1
1188351,1,1,0,1,0,3,0,0
459584,0,1,0,0,0,0,0,1
850736,1,1,0,0,0,0,0,2
151488,0,1,0,6,0,0,0,0
578745,0,1,0,0,0,0,0,1
417395,1,1,0,4,0,0,0,0
5767,1,1,10,5,0,13,0,0
498631,1,1,8,10,0,0,0,1
168679,0,0,0,0,1,0,0,2
226600,0,1,0,0,0,0,0,1
585896,1,1,0,1,0,0,0,0
618803,1,1,3,0,0,5,0,0
1122302,0,1,0,0,0,0,0,1
1055954,1,1,3,3,0,12,0,3
1349315,1,1,0,26,2,0,0,0
143469,0,0,0,4,0,0,0,1
961292,1,1,0,2,0,0,0,0
179271,0,1,0,37,0,0,0,0
322771,0,1,0,1,0,0,0,0
1251898,0,1,0,2,0,0,0,1
175799,0,0,0,0,1,0,0,0
12110,0,1,0,1,0,0,0,0
424097,1,1,0,2,0,0,0,0
505392,1,1,0,1,0,0,0,0
1188142,1,1,0,19,0,23,0,0
282521,0,1,3,0,0,0,0,0
1110256,1,1,0,1,0,0,0,2
208849,1,1,0,1,0,0,0,0
942035,0,1,2,0,0,0,0,1
753333,0,1,3,0,0,0,0,0
149293,1,0,0,1,0,0,0,0
355361,1,1,8,0,0,0,0,0
865753,0,1,0,0,0,0,0,4
349748,0,1,0,2,0,0,0,0
1393621,0,1,0,1,0,0,0,1
609140,0,1,0,3,0,0,0,0
840674,0,1,0,0,0,0,0,1
410975,0,1,1,1,0,0,0,0
200509,0,1,0,0,0,0,0,9
1246834,0,1,0,0,0,0,0,2
66200,1,0,0,0,0,0,0,1
481812,0,1,0,1,0,0,0,0
1066969,1,1,5,26,0,28,0,2
614106,0,0,1,11,6,27,0,1
776360,1,0,0,0,0,0,0,1
399416,1,1,1,2,0,0,0,0
746391,1,0,0,0,0,8,0,2
566218,0,1,0,1,0,0,0,0
1361498,1,1,0,1,0,0,0,0
520315,1,0,0,0,0,0,0,1
1017919,1,1,5,6,0,1,0,0
486394,0,1,0,0,0,0,0,2
1160011,1,1,2,0,0,0,0,1
1264141,1,1,0,0,0,11,0,0
718078,1,1,0,0,0,0,0,1
1082275,1,1,3,4,0,3,0,0
1102345,0,0,0,7,0,0,0,1
854133,0,1,0,0,0,0,0,1
970983,0,1,0,1,0,0,0,0
595690,0,1,0,0,0,0,0,2
989454,0,1,0,0,0,0,0,1
464158,0,1,0,1,0,0,0,0
826470,0,1,4,0,0,0,0,0
500615,0,1,0,1,0,0,0,0
1347555,1,1,0,5,0,0,0,10
913014,1,1,0,0,0,0,0,3
662235,1,1,0,0,0,3,0,0
854355,0,1,0,0,0,0,0,7
905972,0,1,0,11,0,0,0,2
910634,0,1,0,0,0,0,0,1
1097580,0,1,0,0,0,0,0,3
974328,1,1,0,0,0,0,0,1
605741,1,1,0,0,0,0,0,3
1221905,0,1,0,0,0,0,0,1
1123108,1,1,0,4,0,0,0,0
396089,0,1,0,3,0,0,0,0
469339,1,1,2,46,0,3,0,4
299376,1,1,0,1,0,0,0,0
419337,0,1,0,1,0,0,0,0
63358,1,1,0,3,0,0,0,2
243175,0,1,0,0,0,0,0,1
158222,1,1,0,0,0,0,0,5
167240,0,1,5,0,0,0,0,2
889630,0,1,1,0,0,0,0,0
751838,0,1,0,0,0,0,0,1
125028,0,1,0,0,0,0,0,1
1251588,1,1,0,0,0,0,0,1
821035,0,0,0,1,0,0,0,0
1016122,0,1,0,1,0,0,0,0
523903,0,1,0,0,0,0,0,4
315976,0,0,0,2,0,0,0,0
477599,1,1,0,0,0,0,0,12
930115,1,1,0,7,0,0,0,0
474291,0,1,0,0,0,0,0,1
200456,1,1,0,0,0,2,0,0
924773,1,1,0,0,0,12,0,1
269491,0,1,0,3,0,0,0,0
769658,0,1,0,1,0,0,0,0
466642,0,1,0,1,0,0,0,0
891223,0,1,0,3,0,0,0,0
588894,0,0,0,0,1,0,0,0
925825,0,0,0,1,0,0,0,0
995578,1,1,0,0,0,0,0,1
292769,1,0,0,0,1,0,0,1
410516,0,1,0,1,0,0,0,0
1359806,0,1,0,0,0,0,0,1
1276669,1,0,0,0,0,0,0,17
678326,1,1,0,0,0,2,0,0
7669,1,1,0,4,0,3,0,0
975119,0,1,0,0,0,0,0,1
746411,1,1,0,0,0,7,0,9
662710,0,1,1,4,0,0,0,1
899390,0,1,0,0,0,0,0,5
443234,1,0,0,0,0,3,0,0
400554,0,1,0,0,0,0,0,7
100896,1,1,0,0,0,0,0,1
